Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
superword,org.apdplat.superword.tools,WordClassifierForYouDao,save,Long Statement,The length of the statement "List<String> list=allWords.stream().sorted().map(word -> i.incrementAndGet() + "\t" + word).collect(Collectors.toList());" is 121.,189
superword,org.apdplat.superword.tools,WordClassifierForYouDao,save,Long Statement,The length of the statement "List<String> list=NOT_FOUND_WORDS.stream().sorted().map(word -> i.incrementAndGet() + "\t" + word).collect(Collectors.toList());" is 128.,189
superword,org.apdplat.superword.tools,WordClassifierForYouDao,save,Magic Number,The method contains a magic number: 2,189
superword,org.apdplat.superword.tools,WordClassifierForYouDao,getContent,Long Statement,The length of the statement "Connection conn=Jsoup.connect(url).header("Accept"`ACCEPT).header("Accept-Encoding"`ENCODING).header("Accept-Language"`LANGUAGE).header("Connection"`CONNECTION).header("Referer"`REFERER).header("Host"`HOST).header("User-Agent"`USER_AGENT).timeout(60000).ignoreContentType(true);" is 278.,257
superword,org.apdplat.superword.tools,WordClassifierForYouDao,getContent,Magic Number,The method contains a magic number: 899999,257
superword,org.apdplat.superword.tools,WordClassifierForYouDao,getContent,Magic Number,The method contains a magic number: 100000,257
superword,org.apdplat.superword.tools,WordClassifierForYouDao,getContent,Magic Number,The method contains a magic number: 60000,257
superword,org.apdplat.superword.tools,WordClassifierForYouDao,parse,Complex Conditional,The conditional expression StringUtils.isNotBlank(notFound) && (notFound.contains("对不起，没有找到") || notFound.contains("您要查找的是不是")) is complex.,280
superword,org.apdplat.superword.tools,TimeUtils,getTimeEnglishDes,Complex Method,Cyclomatic complexity of the method is 10,68
superword,org.apdplat.superword.tools,TimeUtils,getTimeEnglishDes,Magic Number,The method contains a magic number: 1000,68
superword,org.apdplat.superword.tools,TimeUtils,getTimeEnglishDes,Magic Number,The method contains a magic number: 60,68
superword,org.apdplat.superword.tools,TimeUtils,getTimeEnglishDes,Magic Number,The method contains a magic number: 60,68
superword,org.apdplat.superword.tools,TimeUtils,getTimeEnglishDes,Magic Number,The method contains a magic number: 24,68
superword,org.apdplat.superword.tools,TimeUtils,getTimeDes,Complex Method,Cyclomatic complexity of the method is 10,116
superword,org.apdplat.superword.tools,TimeUtils,getTimeDes,Magic Number,The method contains a magic number: 1000,116
superword,org.apdplat.superword.tools,TimeUtils,getTimeDes,Magic Number,The method contains a magic number: 60,116
superword,org.apdplat.superword.tools,TimeUtils,getTimeDes,Magic Number,The method contains a magic number: 60,116
superword,org.apdplat.superword.tools,TimeUtils,getTimeDes,Magic Number,The method contains a magic number: 24,116
superword,org.apdplat.superword.tools,TimeUtils,main,Magic Number,The method contains a magic number: 10000l,164
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,Long Statement,The length of the statement "fileNames.stream().sorted().forEach(fileName -> html.append(i.incrementAndGet()).append("、").append(Paths.get(fileName).toFile().getName().replace(".txt"`"")).append("<br/>\n"));" is 178.,48
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,Long Statement,The length of the statement "html.append("共有").append(data.size()).append("个单词，出现次数统计：<br/>\n").append("<table border=\"1\" bordercolor=\"#00CCCC\" width=\"850\">\n\t<tr><td>序号</td><td>出现次数</td><td>单词个数</td><td>单词</td></tr>\n");" is 199.,48
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,Long Statement,The length of the statement "html.append("\t<tr><td>").append(k.incrementAndGet()).append("</td><td>").append(s).append("</td><td>").append(stat.get(s).count()).append("</td><td>");" is 152.,48
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,Long Statement,The length of the statement "html.append("</table>").append("\n共有(").append(data.size()).append(")个单词：<br/>\n").append("<table>\n\t<tr><td>序号</td><td>单词</td><td>词频</td></tr>\n");" is 149.,48
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,Long Statement,The length of the statement "data.entrySet().stream().filter(entry -> entry.getKey().length() <= 14).sorted((a`b) -> b.getValue().get() - a.getValue().get()).forEach(entry -> {" is 147.,48
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,Long Statement,The length of the statement "html.append("\t").append("<tr><td>").append(wordCounter.incrementAndGet()).append("</td><td>").append(WordLinker.toLink(entry.getKey()`dictionary)).append("</td><td>").append(entry.getValue().get()).append("</td></tr>\n");" is 222.,48
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,Long Statement,The length of the statement "data.entrySet().stream().filter(entry -> entry.getKey().length() > 14).sorted((a`b) -> b.getValue().get() - a.getValue().get()).forEach(entry -> html.append("\t").append("<tr><td>").append(j.incrementAndGet()).append("</td><td>").append(WordLinker.toLink(entry.getKey()`dictionary)).append("</td><td>").append(entry.getValue().get()).append("</td></tr>\n"));" is 358.,48
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,Long Statement,The length of the statement "data.entrySet().stream().filter(entry -> entry.getKey().length() == 2).sorted((a`b) -> b.getValue().get() - a.getValue().get()).forEach(entry -> html.append("\t").append("<tr><td>").append(z.incrementAndGet()).append("</td><td>").append(WordLinker.toLink(entry.getKey()`dictionary)).append("</td><td>").append(entry.getValue().get()).append("</td></tr>\n"));" is 358.,48
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,Magic Number,The method contains a magic number: 14,48
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,Magic Number,The method contains a magic number: 14,48
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,Magic Number,The method contains a magic number: 2,48
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSentence,Long Statement,The length of the statement "text.append("共有 ").append(data.size()).append(" 句子，").append(wordFrequence.size()).append(" 个单词。<br/>\n").append("<h4>一、句子(" + data.size() + ")：</h4>\n");" is 154.,156
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSentence,Long Statement,The length of the statement "data.keySet().stream().sorted((a`b) -> a.length() - b.length()).forEach(s -> text.append(i.incrementAndGet()).append("、").append(processSentence(s`wordFrequence`dictionary)).append(" ").append(data.get(s)).append("<br/>\n"));" is 225.,156
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSentence,Long Statement,The length of the statement "text.append("<br/>\n<h4>二、单词(" + wordFrequence.size() + ")：</h4>\n").append(HtmlFormatter.toHtmlTableFragment(wordFrequence`6`dictionary));" is 139.,156
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSentence,Magic Number,The method contains a magic number: 6,156
superword,org.apdplat.superword.tools,HtmlFormatter,processSentence,Complex Conditional,The conditional expression w.endsWith(";") || w.endsWith("`") || w.endsWith(".")|| w.endsWith("?")|| w.endsWith("!") is complex.,185
superword,org.apdplat.superword.tools,HtmlFormatter,processSentence,Magic Number,The method contains a magic number: 10,185
superword,org.apdplat.superword.tools,HtmlFormatter,processSentence,Magic Number,The method contains a magic number: 10,185
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForCompoundWord,Long Statement,The length of the statement "data.entrySet().stream().filter(entry -> !entry.getValue().isEmpty()).sorted((a`b) -> b.getValue().size() - a.getValue().size()).forEach(entry -> {" is 147.,222
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForCompoundWord,Long Statement,The length of the statement "html.append("\t<tr><td>").append(i.incrementAndGet()).append("</td><td>").append(WordLinker.toLink(entry.getKey().getWord()`dictionary)).append("</td>");" is 153.,222
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForCompoundWord,Long Statement,The length of the statement "List<String> words=elements.stream().sorted().map(word -> WordLinker.toLink(word.getWord()`dictionary)).collect(Collectors.toList());" is 133.,222
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForPartOfSpeech,Long Statement,The length of the statement "html.append(i.incrementAndGet()).append("、").append(RED_EM_PRE).append(k).append(RED_EM_SUF).append("(").append(BLUE_EM_PRE).append(PartOfSpeech.getMeaning(k)).append(BLUE_EM_SUF).append(") (词数:").append(data.get(k).size()).append(")").append("<br/>\n");" is 254.,279
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForPartOfSpeech,Long Statement,The length of the statement "html.append("<h4>").append(j.incrementAndGet()).append("、").append(RED_EM_PRE).append(k).append(RED_EM_SUF).append("(").append(BLUE_EM_PRE).append(PartOfSpeech.getMeaning(k)).append(BLUE_EM_SUF).append(") (词数:").append(data.get(k).size()).append(")").append("</h4>\n").append(toHtmlTableFragment(data.get(k).stream().sorted().map(w -> WordLinker.toLink(w`dictionary)).collect(Collectors.toList())`5));" is 401.,279
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForPartOfSpeech,Magic Number,The method contains a magic number: 5,279
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForPluralFormat,Long Statement,The length of the statement "html.append("\t<tr><td>").append(WordLinker.toLink(origin`dictionary)).append("</td><td>").append(WordLinker.toLink(key`origin`BLUE_EM_PRE`BLUE_EM_SUF + "-"`dictionary)).append("</td></tr>\n");" is 193.,326
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForWordDefinition,Long Statement,The length of the statement "List<String> data=words.stream().sorted((a`b) -> b.getDefinitions().size() - a.getDefinitions().size()).map(word -> WordLinker.toLink(word.getWord()`dictionary) + "-" + word.getDefinitions().size()).collect(Collectors.toList());" is 228.,343
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForWordDefinition,Long Statement,The length of the statement "html.append(toHtmlTableFragment(data`rowLength)).append("<table border=\"1\">\n").append("\t<tr><td>定义条数</td><td>单词个数</td></tr>\n");" is 132.,343
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForAntonym,Long Statement,The length of the statement "html.append("<h4>").append(i.incrementAndGet()).append("、").append(WordLinker.toLink(sa.getWord().getWord()`dictionary)).append("</h4>\n").append("<b>反义词(").append(sa.getAntonym().size()).append(")：</b><br/>\n");" is 212.,370
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForAntonym,Long Statement,The length of the statement "List<String> sm=sa.getAntonym().stream().sorted().map(w -> WordLinker.toLink(w.getWord()`dictionary)).collect(Collectors.toList());" is 131.,370
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSynonymAntonym,Long Statement,The length of the statement "html.append("<h4>").append(i.incrementAndGet()).append("、").append(WordLinker.toLink(sa.getWord().getWord()`dictionary)).append("</h4>\n");" is 139.,397
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSynonymAntonym,Long Statement,The length of the statement "List<String> sm=sa.getSynonym().stream().sorted().map(w -> WordLinker.toLink(w.getWord()`dictionary)).collect(Collectors.toList());" is 131.,397
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSynonymAntonym,Long Statement,The length of the statement "List<String> sm=sa.getAntonym().stream().sorted().map(w -> WordLinker.toLink(w.getWord()`dictionary)).collect(Collectors.toList());" is 131.,397
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSynonymDiscrimination,Long Statement,The length of the statement "html.append("<h4>").append(i.incrementAndGet()).append("、").append(sd.getTitle()).append("</h4>\n<b>").append(sd.getDes().replace("“"`"“" + BLUE_EM_PRE).replace("”"`BLUE_EM_SUF + "”")).append("</b><br/>\n");" is 207.,427
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSynonymDiscrimination,Long Statement,The length of the statement "html.append("\t<li>").append(WordLinker.toLink(w.getWord()`dictionary)).append("：").append(w.getMeaning()).append("</li>\n");" is 125.,427
superword,org.apdplat.superword.tools,HtmlFormatter,emphasize,Complex Conditional,The conditional expression w.length() > r.length() && !w.startsWith(r) && !w.endsWith(r) is complex.,502
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragmentForIndependentWord,Long Statement,The length of the statement "html.append("<h4>").append(wordCounter.incrementAndGet()).append("、").append(word.getWord()).append(" (form ").append(data.get(word).size()).append(")</h4>\n");" is 160.,557
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragmentForIndependentWord,Long Statement,The length of the statement "List<String> result=data.get(word).stream().map(rootAffix -> emphasize(word`rootAffix`dictionary)).collect(Collectors.toList());" is 128.,557
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragmentForIndependentWord,Long Statement,The length of the statement "result=data.get(word).stream().flatMap(rootAffix -> Arrays.asList(rootAffix.getWord()`rootAffix.getMeaning()).stream()).collect(Collectors.toList());" is 149.,557
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragmentForIndependentWord,Magic Number,The method contains a magic number: 2,557
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragment,Magic Number,The method contains a magic number: 5,598
superword,org.apdplat.superword.tools,DynamicIp,execute,Complex Conditional,The conditional expression ("3".equals(action) && isConnected()) || ("4".equals(action) && !isConnected()) is complex.,140
superword,org.apdplat.superword.tools,DynamicIp,execute,Long Statement,The length of the statement "Connection conn=Jsoup.connect(url).header("Accept"`ACCEPT).header("Accept-Encoding"`ENCODING).header("Accept-Language"`LANGUAGE).header("Connection"`CONNECTION).header("Host"`HOST).header("Referer"`REFERER).header("User-Agent"`USER_AGENT).ignoreContentType(true).timeout(30000);" is 278.,140
superword,org.apdplat.superword.tools,DynamicIp,execute,Magic Number,The method contains a magic number: 30000,140
superword,org.apdplat.superword.tools,DynamicIp,execute,Magic Number,The method contains a magic number: 10000,140
superword,org.apdplat.superword.tools,DynamicIp,isConnected,Long Statement,The length of the statement "Document doc=Jsoup.connect("http://www.baidu.com/s?wd=杨尚川&t=" + System.currentTimeMillis()).header("Accept"`ACCEPT).header("Accept-Encoding"`ENCODING).header("Accept-Language"`LANGUAGE).header("Connection"`CONNECTION).header("Referer"`"https://www.baidu.com").header("Host"`"www.baidu.com").header("User-Agent"`USER_AGENT).ignoreContentType(true).timeout(30000).get();" is 368.,179
superword,org.apdplat.superword.tools,DynamicIp,isConnected,Magic Number,The method contains a magic number: 30000,179
superword,org.apdplat.superword.tools,DynamicIp,login,Long Statement,The length of the statement "Connection conn=Jsoup.connect("http://192.168.0.1/LoginCheck").header("Accept"`ACCEPT).header("Accept-Encoding"`ENCODING).header("Accept-Language"`LANGUAGE).header("Connection"`CONNECTION).header("Referer"`REFERER).header("Host"`HOST).header("User-Agent"`USER_AGENT).ignoreContentType(true).timeout(30000);" is 306.,205
superword,org.apdplat.superword.tools,DynamicIp,login,Magic Number,The method contains a magic number: 30000,205
superword,org.apdplat.superword.tools,SentenceScorer,score,Long Statement,The length of the statement "try (BufferedReader reader=new BufferedReader(new InputStreamReader(new BufferedInputStream(new FileInputStream(fileName))))){" is 126.,45
superword,org.apdplat.superword.tools,SentenceScorer,toTextFile,Long Statement,The length of the statement "try (BufferedWriter writer=new BufferedWriter(new OutputStreamWriter(new BufferedOutputStream(new FileOutputStream(fileName))))){" is 129.,99
superword,org.apdplat.superword.tools,SentenceScorer,score,Magic Number,The method contains a magic number: 100,137
superword,org.apdplat.superword.tools,SentenceScorer,score,Magic Number,The method contains a magic number: 100,137
superword,org.apdplat.superword.tools,AidReading,main,Magic Number,The method contains a magic number: 6,39
superword,org.apdplat.superword.tools,AidReading,analyse,Long Parameter List,The method has 5 parameters. ,61
superword,org.apdplat.superword.tools,AidReading,analyse,Long Parameter List,The method has 6 parameters. ,64
superword,org.apdplat.superword.tools,AidReading,analyse,Long Parameter List,The method has 5 parameters. ,71
superword,org.apdplat.superword.tools,AidReading,analyse,Complex Conditional,The conditional expression w.endsWith("ed") && w.length() > 5 && wordSet.contains(w.substring(0`w.length() - 3)) && (w.charAt(w.length() - 3) == w.charAt(w.length() - 4)) is complex.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Complex Conditional,The conditional expression w.endsWith("ing") && w.length() > 6 && wordSet.contains(w.substring(0`w.length() - 4)) && (w.charAt(w.length() - 4) == w.charAt(w.length() - 5)) is complex.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Complex Conditional,The conditional expression w.endsWith("er") && w.length() > 5 && wordSet.contains(w.substring(0`w.length() - 3)) && (w.charAt(w.length() - 3) == w.charAt(w.length() - 4)) is complex.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Complex Conditional,The conditional expression w.endsWith("est") && w.length() > 6 && wordSet.contains(w.substring(0`w.length() - 4)) && (w.charAt(w.length() - 4) == w.charAt(w.length() - 5)) is complex.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Complex Method,Cyclomatic complexity of the method is 33,74
superword,org.apdplat.superword.tools,AidReading,analyse,Long Method,The method has 146 lines of code.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Long Parameter List,The method has 6 parameters. ,74
superword,org.apdplat.superword.tools,AidReading,analyse,Long Statement,The length of the statement "line=line.replaceAll("[^a-zA-Z0-9]*[a-zA-Z0-9]+'[a-zA-Z0-9]+[^a-zA-Z0-9]*"`" ").replaceAll("[^a-zA-Z0-9]*[a-zA-Z0-9]+`[a-zA-Z0-9]+[^a-zA-Z0-9]*"`" ").replaceAll("[^a-zA-Z0-9]*[a-zA-Z0-9]+’[a-zA-Z0-9]+[^a-zA-Z0-9]*"`" ");" is 220.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Long Statement,The length of the statement "if (w.endsWith("ed") && w.length() > 5 && wordSet.contains(w.substring(0`w.length() - 3)) && (w.charAt(w.length() - 3) == w.charAt(w.length() - 4))) {" is 150.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Long Statement,The length of the statement "if (w.endsWith("ing") && w.length() > 6 && wordSet.contains(w.substring(0`w.length() - 4)) && (w.charAt(w.length() - 4) == w.charAt(w.length() - 5))) {" is 151.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Long Statement,The length of the statement "if (w.endsWith("er") && w.length() > 5 && wordSet.contains(w.substring(0`w.length() - 3)) && (w.charAt(w.length() - 3) == w.charAt(w.length() - 4))) {" is 150.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Long Statement,The length of the statement "if (w.endsWith("est") && w.length() > 6 && wordSet.contains(w.substring(0`w.length() - 4)) && (w.charAt(w.length() - 4) == w.charAt(w.length() - 5))) {" is 151.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Long Statement,The length of the statement "originalText="\t<a target=\"_blank\" href=\"book-aid-reading-detail.jsp?book=" + book + "&word="+ entry.getKey()+ "&dict=ICIBA&pageSize="+ entry.getValue()+ "\">["+ entry.getValue()+ "]</a>";" is 191.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Long Statement,The length of the statement "originalText="\t<a target=\"_blank\" href=\"book-aid-reading-detail.jsp?book=" + book + "&word="+ entry.getKey()+ "&dict=ICIBA&pageSize="+ entry.getValue()+ "\">["+ entry.getValue()+ "]</a>";" is 191.,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 2,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 14,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 2,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 2,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 2,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 2,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 2,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 2,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 5,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 4,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 6,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 4,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 4,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 5,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 4,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 2,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 2,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 5,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 4,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 2,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 2,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 6,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 4,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 4,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 5,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 4,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 4,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 4,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,AidReading,analyse,Magic Number,The method contains a magic number: 3,74
superword,org.apdplat.superword.tools,WordSources,getLevels,Complex Method,Cyclomatic complexity of the method is 21,45
superword,org.apdplat.superword.tools,WordSources,getSyllabusVocabulary,Long Statement,The length of the statement "return get("/word_primary_school.txt"`"/word_junior_school.txt"`"/word_senior_school.txt"`"/word_university.txt"`"/word_new_conception.txt"`"/word_ADULT.txt"`"/word_CET4.txt"`"/word_CET6.txt"`"/word_TEM4.txt"`"/word_TEM8.txt"`"/word_CATTI.txt"`"/word_GMAT.txt"`"/word_GRE.txt"`"/word_SAT.txt"`"/word_BEC.txt"`"/word_MBA.txt"`"/word_IELTS.txt"`"/word_TOEFL.txt"`"/word_TOEIC.txt"`"/word_KY.txt");" is 395.,110
superword,org.apdplat.superword.tools,WordSources,save,Long Statement,The length of the statement "List<String> list=words.stream().sorted().map(word -> i.incrementAndGet() + "\t" + word.getWord()).collect(Collectors.toList());" is 128.,193
superword,org.apdplat.superword.tools,WordSources,get,Long Statement,The length of the statement "Set<Word> wordSet=words.parallelStream().filter(line -> !line.trim().startsWith("#") && !"".equals(line.trim())).filter(line -> line.trim().split("\\s+").length >= index + 1).map(line -> new Word(line.trim().split("\\s+")[index]`"")).filter(word -> StringUtils.isAlphanumeric(word.getWord())).collect(Collectors.toSet());" is 321.,209
superword,org.apdplat.superword.tools,WordSources,stem,Long Statement,The length of the statement "return words.stream().filter(word -> word.getWord().length() > 3).filter(word -> !isPlural(words`word)).collect(Collectors.toSet());" is 132.,260
superword,org.apdplat.superword.tools,WordSources,stem,Magic Number,The method contains a magic number: 3,260
superword,org.apdplat.superword.tools,WordSources,plural,Magic Number,The method contains a magic number: 3,267
superword,org.apdplat.superword.tools,WordSources,isPlural,Complex Conditional,The conditional expression w.endsWith("ces") || w.endsWith("ses") || w.endsWith("zes") is complex.,280
superword,org.apdplat.superword.tools,WordSources,isPlural,Complex Conditional,The conditional expression w.endsWith("ses") || w.endsWith("shes") || w.endsWith("ches")|| w.endsWith("xes") is complex.,280
superword,org.apdplat.superword.tools,WordSources,isPlural,Complex Method,Cyclomatic complexity of the method is 9,280
superword,org.apdplat.superword.tools,WordSources,isPlural,Magic Number,The method contains a magic number: 4,280
superword,org.apdplat.superword.tools,WordSources,isPlural,Magic Number,The method contains a magic number: 4,280
superword,org.apdplat.superword.tools,WordSources,isPlural,Magic Number,The method contains a magic number: 2,280
superword,org.apdplat.superword.tools,MySQLUtils,extractPurePronunciation,Long Statement,The length of the statement "attr=attr.replace("英"`"").replace("美"`"").replace("["`"").replace("]"`"").replace("/"`"").replace("\\"`"").replaceAll("\\s+"`"");" is 129.,72
superword,org.apdplat.superword.tools,MySQLUtils,getWordPronunciation,Magic Number,The method contains a magic number: 2,98
superword,org.apdplat.superword.tools,MySQLUtils,saveWordPronunciation,Magic Number,The method contains a magic number: 2,122
superword,org.apdplat.superword.tools,MySQLUtils,saveWordPronunciation,Magic Number,The method contains a magic number: 3,122
superword,org.apdplat.superword.tools,MySQLUtils,getWordAndPronunciationBySymbol,Complex Conditional,The conditional expression words.contains(new Word(word`"")) && StringUtils.isNotBlank(pronunciation) && pronunciation.contains(symbol) is complex.,163
superword,org.apdplat.superword.tools,MySQLUtils,getWordAndPronunciationBySymbol,Magic Number,The method contains a magic number: 2,163
superword,org.apdplat.superword.tools,MySQLUtils,getWordsByPOS,Magic Number,The method contains a magic number: 2,196
superword,org.apdplat.superword.tools,MySQLUtils,getAllWordPronunciation,Complex Conditional,The conditional expression StringUtils.isNotBlank(word) && StringUtils.isNotBlank(pronunciation) && words.contains(new Word(word`"")) is complex.,232
superword,org.apdplat.superword.tools,MySQLUtils,getAllWordPronunciation,Magic Number,The method contains a magic number: 2,232
superword,org.apdplat.superword.tools,MySQLUtils,getAllWordDefinition,Long Statement,The length of the statement "return getAllWordDefinitionMap(dictionary`words).entrySet().parallelStream().map(entry -> entry.getKey() + split + entry.getValue()).collect(Collectors.toList());" is 162.,269
superword,org.apdplat.superword.tools,MySQLUtils,getAllWordDefinitionMap,Complex Conditional,The conditional expression StringUtils.isNotBlank(word) && StringUtils.isNotBlank(definition) && words.contains(new Word(word`"")) is complex.,277
superword,org.apdplat.superword.tools,MySQLUtils,getAllWordDefinitionMap,Magic Number,The method contains a magic number: 2,277
superword,org.apdplat.superword.tools,MySQLUtils,getWordDefinition,Magic Number,The method contains a magic number: 2,307
superword,org.apdplat.superword.tools,MySQLUtils,saveWordDefinition,Magic Number,The method contains a magic number: 2,331
superword,org.apdplat.superword.tools,MySQLUtils,saveWordDefinition,Magic Number,The method contains a magic number: 3,331
superword,org.apdplat.superword.tools,MySQLUtils,register,Magic Number,The method contains a magic number: 2,401
