Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
superword,org.apdplat.superword.model,QuizItem,getMeanings,6,1,0,148,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,QuizItem,print,5,1,0,155,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word; org.apdplat.superword.model.QuizItem
superword,org.apdplat.superword.model,QuizItem,getWord,3,1,0,161,0,,
superword,org.apdplat.superword.model,QuizItem,equals,6,3,1,165,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,QuizItem,hashCode,3,1,0,176,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,QuizItem,compareTo,19,6,1,181,0,org.apdplat.superword.model.QuizItem,org.apdplat.superword.model.QuizItem; org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,QuizItem,main,4,1,1,201,0,org.apdplat.superword.model.QuizItem,org.apdplat.superword.model.QuizItem
superword,org.apdplat.superword.model,ComplexSuffix,ComplexSuffix,4,1,2,36,0,,
superword,org.apdplat.superword.model,ComplexSuffix,simplify,12,3,0,41,0,,
superword,org.apdplat.superword.model,UserWord,getWord,3,1,0,28,0,,
superword,org.apdplat.superword.model,UserWord,setWord,3,1,1,32,0,,
superword,org.apdplat.superword.model,UserWord,toString,3,1,0,36,0,,
superword,org.apdplat.superword.model,CharMap,CharMap,2,1,0,31,0,,
superword,org.apdplat.superword.model,CharMap,CharMap,4,1,2,32,0,,
superword,org.apdplat.superword.model,CharMap,getFrom,3,1,0,37,0,,
superword,org.apdplat.superword.model,CharMap,setFrom,3,1,1,41,0,,
superword,org.apdplat.superword.model,CharMap,getTo,3,1,0,45,0,,
superword,org.apdplat.superword.model,CharMap,setTo,3,1,1,49,0,,
superword,org.apdplat.superword.model,CharMap,equals,8,5,1,53,0,,
superword,org.apdplat.superword.model,CharMap,hashCode,5,1,0,66,0,,
superword,org.apdplat.superword.model,CharMap,compareTo,19,6,1,73,0,org.apdplat.superword.model.CharMap,org.apdplat.superword.model.CharMap
superword,org.apdplat.superword.model,UserDynamicSuffix,getDynamicSuffix,3,1,0,28,0,,
superword,org.apdplat.superword.model,UserDynamicSuffix,setDynamicSuffix,3,1,1,32,0,,
superword,org.apdplat.superword.model,UserDynamicSuffix,toString,3,1,0,36,0,,
superword,org.apdplat.superword.model,SynonymAntonym,size,3,1,0,34,0,,
superword,org.apdplat.superword.model,SynonymAntonym,valid,3,1,0,38,0,,
superword,org.apdplat.superword.model,SynonymAntonym,getWord,3,1,0,42,0,,
superword,org.apdplat.superword.model,SynonymAntonym,setWord,3,1,1,46,0,,
superword,org.apdplat.superword.model,SynonymAntonym,getSynonym,3,1,0,50,0,,
superword,org.apdplat.superword.model,SynonymAntonym,addSynonym,3,1,1,54,0,,
superword,org.apdplat.superword.model,SynonymAntonym,removeSynonym,3,1,1,58,0,,
superword,org.apdplat.superword.model,SynonymAntonym,getAntonym,3,1,0,62,0,,
superword,org.apdplat.superword.model,SynonymAntonym,addAntonym,3,1,1,66,0,,
superword,org.apdplat.superword.model,SynonymAntonym,removeAntonym,3,1,1,70,0,,
superword,org.apdplat.superword.model,SynonymAntonym,compareTo,19,6,1,74,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word; org.apdplat.superword.model.SynonymAntonym
superword,org.apdplat.superword.model,SynonymAntonym,equals,7,4,1,95,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,SynonymAntonym,hashCode,3,1,0,107,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,SynonymAntonym,toString,11,1,0,112,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.model,UserText,getText,3,1,0,28,0,,
superword,org.apdplat.superword.model,UserText,setText,3,1,1,32,0,,
superword,org.apdplat.superword.model,UserText,toString,3,1,0,36,0,,
superword,org.apdplat.superword.model,Suffix,Suffix,2,1,0,31,0,,
superword,org.apdplat.superword.model,Suffix,Suffix,4,1,2,32,0,,
superword,org.apdplat.superword.model,Suffix,getDes,3,1,0,37,0,,
superword,org.apdplat.superword.model,Suffix,setDes,3,1,1,41,0,,
superword,org.apdplat.superword.model,Suffix,getSuffix,3,1,0,45,0,,
superword,org.apdplat.superword.model,Suffix,setSuffix,3,1,1,49,0,,
superword,org.apdplat.superword.model,Suffix,compareTo,19,6,1,53,0,org.apdplat.superword.model.Suffix,org.apdplat.superword.model.Suffix
superword,org.apdplat.superword.model,Suffix,equals,7,4,1,74,0,,
superword,org.apdplat.superword.model,Suffix,hashCode,3,1,0,86,0,,
superword,org.apdplat.superword.model,UserUrl,getUrl,3,1,0,28,0,,
superword,org.apdplat.superword.model,UserUrl,setUrl,3,1,1,32,0,,
superword,org.apdplat.superword.model,UserUrl,toString,3,1,0,36,0,,
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,SynonymAntonymExtractor,2,1,0,48,0,,
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,parse,11,3,1,54,0,org.apdplat.superword.extract.SynonymAntonymExtractor,org.apdplat.superword.extract.SynonymAntonymExtractor
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,parseDir,17,1,1,65,0,org.apdplat.superword.extract.SynonymAntonymExtractor,org.apdplat.superword.extract.SynonymAntonymExtractor
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,visitFile,4,1,2,71,0,org.apdplat.superword.extract.SynonymAntonymExtractor,org.apdplat.superword.extract.SynonymAntonymExtractor
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,parseZip,23,2,1,84,0,org.apdplat.superword.extract.SynonymAntonymExtractor,org.apdplat.superword.extract.SynonymAntonymExtractor
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,visitFile,7,1,2,92,0,org.apdplat.superword.extract.SynonymAntonymExtractor,org.apdplat.superword.extract.SynonymAntonymExtractor
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,parseFile,25,4,1,110,0,org.apdplat.superword.extract.SynonymAntonymExtractor,org.apdplat.superword.extract.SynonymAntonymExtractor; org.apdplat.superword.model.SynonymAntonym
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,parseSynonymAntonym,0,6,2,139,0,org.apdplat.superword.model.SynonymAntonym,org.apdplat.superword.model.SynonymAntonym
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,inSyllabusVocabulary,4,1,1,172,0,org.apdplat.superword.model.SynonymAntonym,org.apdplat.superword.model.SynonymAntonym; org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,notInSyllabusVocabulary,4,1,1,176,0,org.apdplat.superword.model.SynonymAntonym,org.apdplat.superword.model.SynonymAntonym; org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,parseSynonymAntonym,12,1,0,180,0,org.apdplat.superword.extract.SynonymAntonymExtractor,org.apdplat.superword.extract.SynonymAntonymExtractor; org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,parseAntonym,12,1,0,191,0,org.apdplat.superword.extract.SynonymAntonymExtractor,org.apdplat.superword.extract.SynonymAntonymExtractor; org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,parseSynonymAntonym,9,1,1,203,0,org.apdplat.superword.extract.SynonymAntonymExtractor,org.apdplat.superword.extract.SynonymAntonymExtractor
superword,org.apdplat.superword.extract,SynonymAntonymExtractor,main,3,1,1,212,0,org.apdplat.superword.extract.SynonymAntonymExtractor,org.apdplat.superword.extract.SynonymAntonymExtractor
superword,org.apdplat.superword.extract,DefinitionExtractor,DefinitionExtractor,2,1,0,48,0,,
superword,org.apdplat.superword.extract,DefinitionExtractor,parse,11,3,1,53,0,org.apdplat.superword.extract.DefinitionExtractor,org.apdplat.superword.extract.DefinitionExtractor
superword,org.apdplat.superword.extract,DefinitionExtractor,parseDir,17,1,1,64,0,org.apdplat.superword.extract.DefinitionExtractor,org.apdplat.superword.extract.DefinitionExtractor
superword,org.apdplat.superword.extract,DefinitionExtractor,visitFile,4,1,2,70,0,org.apdplat.superword.extract.DefinitionExtractor,org.apdplat.superword.extract.DefinitionExtractor
superword,org.apdplat.superword.extract,DefinitionExtractor,parseZip,23,2,1,83,0,org.apdplat.superword.extract.DefinitionExtractor,org.apdplat.superword.extract.DefinitionExtractor
superword,org.apdplat.superword.extract,DefinitionExtractor,visitFile,7,1,2,91,0,org.apdplat.superword.extract.DefinitionExtractor,org.apdplat.superword.extract.DefinitionExtractor
superword,org.apdplat.superword.extract,DefinitionExtractor,parseFile,24,4,1,109,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word; org.apdplat.superword.extract.DefinitionExtractor
superword,org.apdplat.superword.extract,DefinitionExtractor,parseWord,17,3,2,137,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.extract,DefinitionExtractor,inSyllabusVocabulary,4,1,1,158,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.extract,DefinitionExtractor,notInSyllabusVocabulary,4,1,1,162,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.extract,DefinitionExtractor,parseWord,14,1,0,166,0,org.apdplat.superword.extract.DefinitionExtractor,org.apdplat.superword.extract.DefinitionExtractor; org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.extract,DefinitionExtractor,compensate,12,2,1,181,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word; org.apdplat.superword.tools.WordSources; org.apdplat.superword.extract.DefinitionExtractor
superword,org.apdplat.superword.extract,DefinitionExtractor,parseWord,9,1,1,193,0,org.apdplat.superword.extract.DefinitionExtractor,org.apdplat.superword.extract.DefinitionExtractor
superword,org.apdplat.superword.extract,DefinitionExtractor,main,3,1,1,202,0,org.apdplat.superword.extract.DefinitionExtractor,org.apdplat.superword.extract.DefinitionExtractor
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,PartOfSpeechExtractor,2,1,0,52,0,,
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,parse,11,3,1,57,0,org.apdplat.superword.extract.PartOfSpeechExtractor,org.apdplat.superword.extract.PartOfSpeechExtractor
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,parseDir,17,1,1,68,0,org.apdplat.superword.extract.PartOfSpeechExtractor,org.apdplat.superword.extract.PartOfSpeechExtractor
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,visitFile,4,1,2,74,0,org.apdplat.superword.extract.PartOfSpeechExtractor,org.apdplat.superword.extract.PartOfSpeechExtractor
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,parseZip,23,2,1,87,0,org.apdplat.superword.extract.PartOfSpeechExtractor,org.apdplat.superword.extract.PartOfSpeechExtractor
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,visitFile,7,1,2,95,0,org.apdplat.superword.extract.PartOfSpeechExtractor,org.apdplat.superword.extract.PartOfSpeechExtractor
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,parseFile,24,4,1,113,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word; org.apdplat.superword.extract.PartOfSpeechExtractor
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,parseWord,40,9,2,141,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,inSyllabusVocabulary,4,1,1,197,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,notInSyllabusVocabulary,4,1,1,201,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,parseWord,18,1,0,205,0,org.apdplat.superword.extract.PartOfSpeechExtractor,org.apdplat.superword.extract.PartOfSpeechExtractor; org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,group,12,1,1,224,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,formatPartOfSpeech,7,1,1,235,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word; org.apdplat.superword.extract.PartOfSpeechExtractor
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,formatPartOfSpeechType,11,1,1,250,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word; org.apdplat.superword.rule.PartOfSpeech
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,compensate,12,2,1,261,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word; org.apdplat.superword.tools.WordSources; org.apdplat.superword.extract.PartOfSpeechExtractor
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,parseWord,9,1,1,273,0,org.apdplat.superword.extract.PartOfSpeechExtractor,org.apdplat.superword.extract.PartOfSpeechExtractor
superword,org.apdplat.superword.extract,PartOfSpeechExtractor,main,3,1,1,282,0,org.apdplat.superword.extract.PartOfSpeechExtractor,org.apdplat.superword.extract.PartOfSpeechExtractor
superword,org.apdplat.superword.extract,SuffixExtractor,extract,9,1,0,40,0,,
superword,org.apdplat.superword.extract,SuffixExtractor,extractSuffix,13,3,1,55,0,,
superword,org.apdplat.superword.extract,SuffixExtractor,main,3,1,1,68,0,org.apdplat.superword.extract.SuffixExtractor,org.apdplat.superword.extract.SuffixExtractor; org.apdplat.superword.model.Suffix
superword,org.apdplat.superword.extract,RootAffixExtractor,RootAffixExtractor,2,1,0,41,0,,
superword,org.apdplat.superword.extract,RootAffixExtractor,parse,11,3,1,49,0,org.apdplat.superword.extract.RootAffixExtractor,org.apdplat.superword.extract.RootAffixExtractor
superword,org.apdplat.superword.extract,RootAffixExtractor,parseDir,21,2,1,60,0,org.apdplat.superword.extract.RootAffixExtractor,org.apdplat.superword.extract.RootAffixExtractor
superword,org.apdplat.superword.extract,RootAffixExtractor,visitFile,8,2,2,66,0,org.apdplat.superword.extract.RootAffixExtractor,org.apdplat.superword.extract.RootAffixExtractor
superword,org.apdplat.superword.extract,RootAffixExtractor,parseZip,27,3,1,83,0,org.apdplat.superword.extract.RootAffixExtractor,org.apdplat.superword.extract.RootAffixExtractor
superword,org.apdplat.superword.extract,RootAffixExtractor,visitFile,11,2,2,91,0,org.apdplat.superword.extract.RootAffixExtractor,org.apdplat.superword.extract.RootAffixExtractor
superword,org.apdplat.superword.extract,RootAffixExtractor,parseFile,28,4,1,113,0,org.apdplat.superword.extract.RootAffixExtractor,org.apdplat.superword.extract.RootAffixExtractor
superword,org.apdplat.superword.extract,RootAffixExtractor,parseRootAffix,25,4,1,145,0,,
superword,org.apdplat.superword.extract,RootAffixExtractor,parseRootAffixes,32,4,0,175,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter; org.apdplat.superword.model.Word; org.apdplat.superword.extract.RootAffixExtractor
superword,org.apdplat.superword.extract,RootAffixExtractor,main,3,1,1,209,0,org.apdplat.superword.extract.RootAffixExtractor,org.apdplat.superword.extract.RootAffixExtractor
superword,org.apdplat.superword.extract,PhraseExtractor,PhraseExtractor,2,1,0,47,0,,
superword,org.apdplat.superword.extract,PhraseExtractor,parse,11,3,1,52,0,org.apdplat.superword.extract.PhraseExtractor,org.apdplat.superword.extract.PhraseExtractor
superword,org.apdplat.superword.extract,PhraseExtractor,parseDir,17,1,1,63,0,org.apdplat.superword.extract.PhraseExtractor,org.apdplat.superword.extract.PhraseExtractor
superword,org.apdplat.superword.extract,PhraseExtractor,visitFile,4,1,2,69,0,org.apdplat.superword.extract.PhraseExtractor,org.apdplat.superword.extract.PhraseExtractor
superword,org.apdplat.superword.extract,PhraseExtractor,parseZip,23,2,1,82,0,org.apdplat.superword.extract.PhraseExtractor,org.apdplat.superword.extract.PhraseExtractor
superword,org.apdplat.superword.extract,PhraseExtractor,visitFile,7,1,2,90,0,org.apdplat.superword.extract.PhraseExtractor,org.apdplat.superword.extract.PhraseExtractor
superword,org.apdplat.superword.extract,PhraseExtractor,parseFile,22,3,1,108,0,org.apdplat.superword.extract.PhraseExtractor,org.apdplat.superword.extract.PhraseExtractor
superword,org.apdplat.superword.extract,PhraseExtractor,parsePhrase,38,9,2,134,0,,
superword,org.apdplat.superword.extract,PhraseExtractor,parsePhrase,11,1,0,177,0,org.apdplat.superword.tools.WordLinker,org.apdplat.superword.tools.WordLinker; org.apdplat.superword.extract.PhraseExtractor
superword,org.apdplat.superword.extract,PhraseExtractor,parsePhrase,9,1,1,192,0,org.apdplat.superword.extract.PhraseExtractor,org.apdplat.superword.extract.PhraseExtractor
superword,org.apdplat.superword.extract,PhraseExtractor,main,3,1,1,201,0,org.apdplat.superword.extract.PhraseExtractor,org.apdplat.superword.extract.PhraseExtractor
superword,org.apdplat.superword.extract,SynonymDiscriminationExtractor,SynonymDiscriminationExtractor,2,1,0,44,0,,
superword,org.apdplat.superword.extract,SynonymDiscriminationExtractor,parse,11,3,1,51,0,org.apdplat.superword.extract.SynonymDiscriminationExtractor,org.apdplat.superword.extract.SynonymDiscriminationExtractor
superword,org.apdplat.superword.extract,SynonymDiscriminationExtractor,parseDir,17,1,1,62,0,org.apdplat.superword.extract.SynonymDiscriminationExtractor,org.apdplat.superword.extract.SynonymDiscriminationExtractor
superword,org.apdplat.superword.extract,SynonymDiscriminationExtractor,visitFile,4,1,2,68,0,org.apdplat.superword.extract.SynonymDiscriminationExtractor,org.apdplat.superword.extract.SynonymDiscriminationExtractor
superword,org.apdplat.superword.extract,SynonymDiscriminationExtractor,parseZip,23,2,1,81,0,org.apdplat.superword.extract.SynonymDiscriminationExtractor,org.apdplat.superword.extract.SynonymDiscriminationExtractor
superword,org.apdplat.superword.extract,SynonymDiscriminationExtractor,visitFile,7,1,2,89,0,org.apdplat.superword.extract.SynonymDiscriminationExtractor,org.apdplat.superword.extract.SynonymDiscriminationExtractor
superword,org.apdplat.superword.extract,SynonymDiscriminationExtractor,parseFile,22,3,1,107,0,org.apdplat.superword.extract.SynonymDiscriminationExtractor,org.apdplat.superword.extract.SynonymDiscriminationExtractor
superword,org.apdplat.superword.extract,SynonymDiscriminationExtractor,parseSynonymDiscrimination,34,5,1,133,0,org.apdplat.superword.model.SynonymDiscrimination,org.apdplat.superword.model.SynonymDiscrimination
superword,org.apdplat.superword.extract,SynonymDiscriminationExtractor,parseSynonymDiscrimination,10,1,0,170,0,org.apdplat.superword.extract.SynonymDiscriminationExtractor,org.apdplat.superword.extract.SynonymDiscriminationExtractor; org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.extract,SynonymDiscriminationExtractor,main,3,1,1,180,0,org.apdplat.superword.extract.SynonymDiscriminationExtractor,org.apdplat.superword.extract.SynonymDiscriminationExtractor
superword,org.apdplat.superword.extract,PrefixExtractor,extract,9,1,0,40,0,,
superword,org.apdplat.superword.extract,PrefixExtractor,extractPrefix,13,3,1,55,0,,
superword,org.apdplat.superword.extract,PrefixExtractor,main,3,1,1,69,0,org.apdplat.superword.model.Prefix,org.apdplat.superword.model.Prefix; org.apdplat.superword.extract.PrefixExtractor
superword,org.apdplat.superword.extract,SentenceExtractor,SentenceExtractor,2,1,0,53,0,,
superword,org.apdplat.superword.extract,SentenceExtractor,extract,26,5,1,74,0,org.apdplat.superword.extract.SentenceExtractor,org.apdplat.superword.extract.SentenceExtractor; org.apdplat.superword.tools.DynamicIp
superword,org.apdplat.superword.extract,SentenceExtractor,extract2,28,5,1,104,0,org.apdplat.superword.extract.SentenceExtractor,org.apdplat.superword.extract.SentenceExtractor; org.apdplat.superword.tools.ProxyIp
superword,org.apdplat.superword.extract,SentenceExtractor,getContent2,13,1,1,135,0,,
superword,org.apdplat.superword.extract,SentenceExtractor,parse,36,6,1,148,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.extract,SentenceExtractor,parse2,34,5,1,184,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.extract,SentenceExtractor,getContent,16,1,1,218,0,,
superword,org.apdplat.superword.extract,SentenceExtractor,main,14,1,1,242,0,org.apdplat.superword.extract.SentenceExtractor,org.apdplat.superword.extract.SentenceExtractor; org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.extract,HyphenExtractor,HyphenExtractor,2,1,0,46,0,,
superword,org.apdplat.superword.extract,HyphenExtractor,parse,11,3,1,59,0,org.apdplat.superword.extract.HyphenExtractor,org.apdplat.superword.extract.HyphenExtractor
superword,org.apdplat.superword.extract,HyphenExtractor,parseDir,22,1,1,70,0,org.apdplat.superword.extract.HyphenExtractor,org.apdplat.superword.extract.HyphenExtractor
superword,org.apdplat.superword.extract,HyphenExtractor,visitFile,9,1,2,76,0,org.apdplat.superword.extract.HyphenExtractor,org.apdplat.superword.extract.HyphenExtractor
superword,org.apdplat.superword.extract,HyphenExtractor,parseZip,28,2,1,93,0,org.apdplat.superword.extract.HyphenExtractor,org.apdplat.superword.extract.HyphenExtractor
superword,org.apdplat.superword.extract,HyphenExtractor,visitFile,12,1,2,101,0,org.apdplat.superword.extract.HyphenExtractor,org.apdplat.superword.extract.HyphenExtractor
superword,org.apdplat.superword.extract,HyphenExtractor,parseFile,25,5,1,123,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.extract,HyphenExtractor,parseWord,17,3,2,156,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.extract,HyphenExtractor,getContent,14,1,1,179,0,,
superword,org.apdplat.superword.extract,HyphenExtractor,verify,22,5,1,201,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word; org.apdplat.superword.extract.HyphenExtractor; org.apdplat.superword.tools.DynamicIp
superword,org.apdplat.superword.extract,HyphenExtractor,extract,36,2,4,227,0,org.apdplat.superword.extract.HyphenExtractor,org.apdplat.superword.extract.HyphenExtractor; org.apdplat.superword.tools.WordLinker
superword,org.apdplat.superword.extract,HyphenExtractor,main,3,1,1,275,0,org.apdplat.superword.extract.HyphenExtractor,org.apdplat.superword.extract.HyphenExtractor
superword,org.apdplat.superword.extract,ChineseSynonymAntonymExtractor,ChineseSynonymAntonymExtractor,2,1,0,55,0,,
superword,org.apdplat.superword.extract,ChineseSynonymAntonymExtractor,parseSynonymAntonym,56,13,2,83,0,org.apdplat.superword.model.SynonymAntonym,org.apdplat.superword.model.SynonymAntonym; org.apdplat.superword.extract.ChineseSynonymAntonymExtractor
superword,org.apdplat.superword.extract,ChineseSynonymAntonymExtractor,parseSynonymAntonym,76,10,1,139,0,org.apdplat.superword.model.SynonymAntonym,org.apdplat.superword.model.SynonymAntonym; org.apdplat.superword.tools.ProxyIp; org.apdplat.superword.extract.ChineseSynonymAntonymExtractor; org.apdplat.superword.model.Word
superword,org.apdplat.superword.extract,ChineseSynonymAntonymExtractor,save,45,3,0,213,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.extract,ChineseSynonymAntonymExtractor,getContent,19,3,1,258,0,org.apdplat.superword.extract.ChineseSynonymAntonymExtractor,org.apdplat.superword.extract.ChineseSynonymAntonymExtractor
superword,org.apdplat.superword.extract,ChineseSynonymAntonymExtractor,isNotChineseChar,9,2,1,287,0,,
superword,org.apdplat.superword.extract,ChineseSynonymAntonymExtractor,parseSynonymAntonym,9,1,1,296,0,org.apdplat.superword.extract.ChineseSynonymAntonymExtractor,org.apdplat.superword.extract.ChineseSynonymAntonymExtractor
superword,org.apdplat.superword.extract,ChineseSynonymAntonymExtractor,getRandomIp,18,4,0,304,0,,
superword,org.apdplat.superword.extract,ChineseSynonymAntonymExtractor,filterSameRecord,23,2,1,326,0,,
superword,org.apdplat.superword.extract,ChineseSynonymAntonymExtractor,main,3,1,1,355,0,org.apdplat.superword.extract.ChineseSynonymAntonymExtractor,org.apdplat.superword.extract.ChineseSynonymAntonymExtractor
