Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
superword,org.apdplat.superword.tools,Pronunciation,getPronunciationForWEBSTER,3,1,1,105,0,org.apdplat.superword.tools.Pronunciation,org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,Pronunciation,getPronunciationForOXFORD,3,1,1,108,0,org.apdplat.superword.tools.Pronunciation,org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,Pronunciation,getPronunciationForCAMBRIDGE,3,1,1,111,0,org.apdplat.superword.tools.Pronunciation,org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,Pronunciation,getPronunciationForMACMILLAN,3,1,1,114,0,org.apdplat.superword.tools.Pronunciation,org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,Pronunciation,getPronunciationForHERITAGE,3,1,1,117,0,org.apdplat.superword.tools.Pronunciation,org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,Pronunciation,getPronunciationForWIKTIONARY,3,1,1,120,0,org.apdplat.superword.tools.Pronunciation,org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,Pronunciation,getPronunciationForWORDNET,3,1,1,123,0,org.apdplat.superword.tools.Pronunciation,org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,Pronunciation,getPronunciationForRANDOMHOUSE,3,1,1,126,0,org.apdplat.superword.tools.Pronunciation,org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,Pronunciation,parsePronunciation,12,3,4,130,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,Pronunciation,parsePronunciationFromHtml,19,4,4,143,0,,
superword,org.apdplat.superword.tools,Pronunciation,getContent,14,3,1,162,0,org.apdplat.superword.tools.TimeUtils,org.apdplat.superword.tools.TimeUtils; org.apdplat.superword.tools.ProxyIp; org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,Pronunciation,_getContent,11,1,2,178,0,org.apdplat.superword.tools.Pronunciation,org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,Pronunciation,_getContent,12,1,1,189,0,,
superword,org.apdplat.superword.tools,Pronunciation,main,6,1,1,210,0,org.apdplat.superword.tools.Pronunciation,org.apdplat.superword.tools.Pronunciation
superword,org.apdplat.superword.tools,WordClassifier,WordClassifier,2,1,0,49,0,,
superword,org.apdplat.superword.tools,WordClassifier,classify,32,6,1,67,0,org.apdplat.superword.tools.WordClassifier,org.apdplat.superword.tools.WordClassifier; org.apdplat.superword.tools.DynamicIp; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,WordClassifier,parse,11,3,1,103,0,org.apdplat.superword.tools.WordClassifier,org.apdplat.superword.tools.WordClassifier
superword,org.apdplat.superword.tools,WordClassifier,parseDir,15,1,1,113,0,org.apdplat.superword.tools.WordClassifier,org.apdplat.superword.tools.WordClassifier
superword,org.apdplat.superword.tools,WordClassifier,visitFile,4,1,2,118,0,org.apdplat.superword.tools.WordClassifier,org.apdplat.superword.tools.WordClassifier
superword,org.apdplat.superword.tools,WordClassifier,parseZip,21,2,1,130,0,org.apdplat.superword.tools.WordClassifier,org.apdplat.superword.tools.WordClassifier
superword,org.apdplat.superword.tools,WordClassifier,visitFile,7,1,2,137,0,org.apdplat.superword.tools.WordClassifier,org.apdplat.superword.tools.WordClassifier
superword,org.apdplat.superword.tools,WordClassifier,parseFile,14,2,1,154,0,org.apdplat.superword.tools.WordClassifier,org.apdplat.superword.tools.WordClassifier
superword,org.apdplat.superword.tools,WordClassifier,parse,12,2,2,170,0,org.apdplat.superword.tools.WordClassifier,org.apdplat.superword.tools.WordClassifier
superword,org.apdplat.superword.tools,WordClassifier,showStatus,7,1,4,183,0,,
superword,org.apdplat.superword.tools,WordClassifier,save,61,8,1,190,0,,
superword,org.apdplat.superword.tools,WordClassifier,getContent,14,1,1,258,0,,
superword,org.apdplat.superword.tools,WordClassifier,parse,20,5,3,281,0,,
superword,org.apdplat.superword.tools,WordClassifier,main,3,1,1,304,0,org.apdplat.superword.tools.WordClassifier,org.apdplat.superword.tools.WordClassifier
superword,org.apdplat.superword.tools,FileUtils,readResource,17,3,1,32,0,,
superword,org.apdplat.superword.tools,JavaCodeAnalyzer,JavaCodeAnalyzer,2,1,0,43,0,,
superword,org.apdplat.superword.tools,JavaCodeAnalyzer,parseDir,23,1,1,47,0,org.apdplat.superword.tools.JavaCodeAnalyzer,org.apdplat.superword.tools.JavaCodeAnalyzer
superword,org.apdplat.superword.tools,JavaCodeAnalyzer,visitFile,10,1,2,53,0,org.apdplat.superword.tools.JavaCodeAnalyzer,org.apdplat.superword.tools.JavaCodeAnalyzer
superword,org.apdplat.superword.tools,JavaCodeAnalyzer,parseZip,29,2,1,71,0,org.apdplat.superword.tools.JavaCodeAnalyzer,org.apdplat.superword.tools.JavaCodeAnalyzer
superword,org.apdplat.superword.tools,JavaCodeAnalyzer,visitFile,13,1,2,79,0,org.apdplat.superword.tools.JavaCodeAnalyzer,org.apdplat.superword.tools.JavaCodeAnalyzer
superword,org.apdplat.superword.tools,JavaCodeAnalyzer,parseFile,20,2,1,102,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,JavaCodeAnalyzer,importantWords,6,1,1,124,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources; org.apdplat.superword.tools.JavaCodeAnalyzer
superword,org.apdplat.superword.tools,JavaCodeAnalyzer,toDic,10,1,2,145,0,org.apdplat.superword.tools.JavaCodeAnalyzer,org.apdplat.superword.tools.JavaCodeAnalyzer
superword,org.apdplat.superword.tools,JavaCodeAnalyzer,main,4,1,1,167,0,org.apdplat.superword.tools.JavaCodeAnalyzer,org.apdplat.superword.tools.JavaCodeAnalyzer
superword,org.apdplat.superword.tools,IPUtils,getIPLocation,19,4,1,39,0,,
superword,org.apdplat.superword.tools,IPUtils,main,5,1,1,60,0,org.apdplat.superword.tools.IPUtils,org.apdplat.superword.tools.IPUtils
superword,org.apdplat.superword.tools,ProxyIp,ProxyIp,2,1,0,60,0,,
superword,org.apdplat.superword.tools,ProxyIp,stopDetect,3,1,0,147,0,,
superword,org.apdplat.superword.tools,ProxyIp,startDetect,3,1,0,150,0,,
superword,org.apdplat.superword.tools,ProxyIp,save,28,1,0,153,0,org.apdplat.superword.tools.ProxyIp,org.apdplat.superword.tools.ProxyIp
superword,org.apdplat.superword.tools,ProxyIp,toVerify,18,2,1,183,0,org.apdplat.superword.tools.ProxyIp,org.apdplat.superword.tools.ProxyIp
superword,org.apdplat.superword.tools,ProxyIp,getNextProxyIp,5,1,0,201,0,,
superword,org.apdplat.superword.tools,ProxyIp,toNewIp,54,5,0,207,0,org.apdplat.superword.tools.ProxyIp,org.apdplat.superword.tools.ProxyIp
superword,org.apdplat.superword.tools,ProxyIp,useNewProxyIp,9,1,0,267,0,org.apdplat.superword.tools.ProxyIp,org.apdplat.superword.tools.ProxyIp
superword,org.apdplat.superword.tools,ProxyIp,verify,26,3,2,276,0,,
superword,org.apdplat.superword.tools,ProxyIp,getCurrentIp,21,3,0,307,0,,
superword,org.apdplat.superword.tools,ProxyIp,getProxyIps,8,1,0,342,0,org.apdplat.superword.tools.ProxyIp,org.apdplat.superword.tools.ProxyIp
superword,org.apdplat.superword.tools,ProxyIp,getProxyIpOne,5,1,0,350,0,org.apdplat.superword.tools.ProxyIp,org.apdplat.superword.tools.ProxyIp
superword,org.apdplat.superword.tools,ProxyIp,getProxyIpTwo,5,1,0,355,0,org.apdplat.superword.tools.ProxyIp,org.apdplat.superword.tools.ProxyIp
superword,org.apdplat.superword.tools,ProxyIp,getProxyIp,40,4,2,360,0,,
superword,org.apdplat.superword.tools,ProxyIp,getProxyIpThree,7,2,0,398,0,org.apdplat.superword.tools.ProxyIp,org.apdplat.superword.tools.ProxyIp
superword,org.apdplat.superword.tools,ProxyIp,getProxyIpThree,56,5,1,405,0,,
superword,org.apdplat.superword.tools,ProxyIp,getProxyIpFour,7,2,0,457,0,org.apdplat.superword.tools.ProxyIp,org.apdplat.superword.tools.ProxyIp
superword,org.apdplat.superword.tools,ProxyIp,getProxyIpFour,56,5,1,464,0,,
superword,org.apdplat.superword.tools,ProxyIp,getIps,38,4,1,516,0,,
superword,org.apdplat.superword.tools,ProxyIp,main,6,2,1,552,0,org.apdplat.superword.tools.ProxyIp,org.apdplat.superword.tools.ProxyIp
superword,org.apdplat.superword.tools,TextAnalyzer,TextAnalyzer,2,1,0,42,0,,
superword,org.apdplat.superword.tools,TextAnalyzer,frequency,16,1,1,48,0,,
superword,org.apdplat.superword.tools,TextAnalyzer,frequency,9,1,1,69,0,,
superword,org.apdplat.superword.tools,TextAnalyzer,frequency,23,3,1,78,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,TextAnalyzer,seg,42,11,1,104,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,TextAnalyzer,irregularity,35,12,1,163,0,,
superword,org.apdplat.superword.tools,TextAnalyzer,distribute,11,1,1,206,0,,
superword,org.apdplat.superword.tools,TextAnalyzer,parse,13,1,1,223,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter; org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,TextAnalyzer,getFileNames,32,4,1,244,0,,
superword,org.apdplat.superword.tools,TextAnalyzer,visitFile,12,3,2,256,0,,
superword,org.apdplat.superword.tools,TextAnalyzer,sentence,47,10,3,277,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,TextAnalyzer,toDic,10,1,2,340,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,TextAnalyzer,importantWords,6,1,1,362,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources; org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,TextAnalyzer,main,3,1,1,385,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,WordClassifierForYouDao,WordClassifierForYouDao,2,1,0,48,0,,
superword,org.apdplat.superword.tools,WordClassifierForYouDao,classify,32,6,1,66,0,org.apdplat.superword.tools.WordClassifierForYouDao,org.apdplat.superword.tools.WordClassifierForYouDao; org.apdplat.superword.tools.DynamicIp; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,WordClassifierForYouDao,parse,11,3,1,102,0,org.apdplat.superword.tools.WordClassifierForYouDao,org.apdplat.superword.tools.WordClassifierForYouDao
superword,org.apdplat.superword.tools,WordClassifierForYouDao,parseDir,15,1,1,112,0,org.apdplat.superword.tools.WordClassifierForYouDao,org.apdplat.superword.tools.WordClassifierForYouDao
superword,org.apdplat.superword.tools,WordClassifierForYouDao,visitFile,4,1,2,117,0,org.apdplat.superword.tools.WordClassifierForYouDao,org.apdplat.superword.tools.WordClassifierForYouDao
superword,org.apdplat.superword.tools,WordClassifierForYouDao,parseZip,21,2,1,129,0,org.apdplat.superword.tools.WordClassifierForYouDao,org.apdplat.superword.tools.WordClassifierForYouDao
superword,org.apdplat.superword.tools,WordClassifierForYouDao,visitFile,7,1,2,136,0,org.apdplat.superword.tools.WordClassifierForYouDao,org.apdplat.superword.tools.WordClassifierForYouDao
superword,org.apdplat.superword.tools,WordClassifierForYouDao,parseFile,14,2,1,153,0,org.apdplat.superword.tools.WordClassifierForYouDao,org.apdplat.superword.tools.WordClassifierForYouDao
superword,org.apdplat.superword.tools,WordClassifierForYouDao,parse,12,2,2,169,0,org.apdplat.superword.tools.WordClassifierForYouDao,org.apdplat.superword.tools.WordClassifierForYouDao
superword,org.apdplat.superword.tools,WordClassifierForYouDao,showStatus,7,1,4,182,0,,
superword,org.apdplat.superword.tools,WordClassifierForYouDao,save,61,8,1,189,0,,
superword,org.apdplat.superword.tools,WordClassifierForYouDao,getContent,14,1,1,257,0,,
superword,org.apdplat.superword.tools,WordClassifierForYouDao,parse,22,6,3,280,0,,
superword,org.apdplat.superword.tools,WordClassifierForYouDao,main,3,1,1,305,0,org.apdplat.superword.tools.WordClassifierForYouDao,org.apdplat.superword.tools.WordClassifierForYouDao
superword,org.apdplat.superword.tools,TimeUtils,toString,4,1,2,33,0,,
superword,org.apdplat.superword.tools,TimeUtils,toString,4,1,2,38,0,,
superword,org.apdplat.superword.tools,TimeUtils,toString,4,1,1,44,0,,
superword,org.apdplat.superword.tools,TimeUtils,toString,4,1,1,49,0,,
superword,org.apdplat.superword.tools,TimeUtils,fromString,14,2,1,54,0,,
superword,org.apdplat.superword.tools,TimeUtils,getTimeEnglishDes,42,10,1,68,0,,
superword,org.apdplat.superword.tools,TimeUtils,getTimeDes,42,10,1,116,0,,
superword,org.apdplat.superword.tools,TimeUtils,main,10,1,1,164,0,org.apdplat.superword.tools.TimeUtils,org.apdplat.superword.tools.TimeUtils
superword,org.apdplat.superword.tools,HtmlFormatter,HtmlFormatter,2,1,0,39,0,,
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,3,1,2,45,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlFragmentForText,39,3,3,48,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer; org.apdplat.superword.tools.WordLinker
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSentence,3,1,2,153,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSentence,8,1,3,156,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,processSentence,3,1,2,182,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,processSentence,25,5,3,185,0,org.apdplat.superword.tools.WordLinker,org.apdplat.superword.tools.WordLinker; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForCompoundWord,3,1,2,219,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForCompoundWord,28,2,3,222,0,org.apdplat.superword.tools.WordLinker,org.apdplat.superword.tools.WordLinker; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForPartOfSpeech,3,1,1,276,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForPartOfSpeech,17,1,2,279,0,org.apdplat.superword.rule.PartOfSpeech,org.apdplat.superword.rule.PartOfSpeech; org.apdplat.superword.tools.WordLinker
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForPluralFormat,3,1,1,323,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForPluralFormat,11,1,2,326,0,org.apdplat.superword.tools.WordLinker,org.apdplat.superword.tools.WordLinker
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForWordDefinition,3,1,2,340,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForWordDefinition,18,1,3,343,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word; org.apdplat.superword.tools.WordLinker
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForAntonym,3,1,2,367,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForAntonym,13,2,3,370,0,org.apdplat.superword.tools.WordLinker,org.apdplat.superword.tools.WordLinker; org.apdplat.superword.model.SynonymAntonym; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSynonymAntonym,3,1,2,394,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSynonymAntonym,20,3,3,397,0,org.apdplat.superword.model.SynonymAntonym,org.apdplat.superword.model.SynonymAntonym; org.apdplat.superword.tools.WordLinker; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSynonymDiscrimination,3,1,1,424,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlForSynonymDiscrimination,19,3,2,427,0,org.apdplat.superword.tools.WordLinker,org.apdplat.superword.tools.WordLinker; org.apdplat.superword.model.SynonymDiscrimination; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragmentForRootAffix,3,1,2,459,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragmentForRootAffix,22,2,3,462,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,HtmlFormatter,emphasize,3,1,2,499,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,emphasize,17,5,3,502,0,org.apdplat.superword.tools.WordLinker,org.apdplat.superword.tools.WordLinker; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragment,3,1,2,526,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragment,3,1,3,529,0,,
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragment,3,1,2,533,0,,
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragment,11,2,3,536,0,org.apdplat.superword.tools.WordLinker,org.apdplat.superword.tools.WordLinker; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragmentForIndependentWord,3,1,3,554,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragmentForIndependentWord,23,3,4,557,0,org.apdplat.superword.tools.HtmlFormatter,org.apdplat.superword.tools.HtmlFormatter; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,HtmlFormatter,toHtmlTableFragment,29,4,2,598,0,,
superword,org.apdplat.superword.tools,DynamicIp,DynamicIp,2,1,0,43,0,,
superword,org.apdplat.superword.tools,DynamicIp,main,3,1,1,55,0,org.apdplat.superword.tools.DynamicIp,org.apdplat.superword.tools.DynamicIp
superword,org.apdplat.superword.tools,DynamicIp,toNewIp,52,6,0,59,0,org.apdplat.superword.tools.DynamicIp,org.apdplat.superword.tools.DynamicIp
superword,org.apdplat.superword.tools,DynamicIp,connect,3,1,1,134,0,org.apdplat.superword.tools.DynamicIp,org.apdplat.superword.tools.DynamicIp
superword,org.apdplat.superword.tools,DynamicIp,disConnect,3,1,1,137,0,org.apdplat.superword.tools.DynamicIp,org.apdplat.superword.tools.DynamicIp
superword,org.apdplat.superword.tools,DynamicIp,execute,29,4,2,140,0,org.apdplat.superword.tools.DynamicIp,org.apdplat.superword.tools.DynamicIp
superword,org.apdplat.superword.tools,DynamicIp,isConnected,18,3,0,179,0,,
superword,org.apdplat.superword.tools,DynamicIp,login,28,2,3,205,0,,
superword,org.apdplat.superword.tools,SentenceScorer,SentenceScorer,2,1,0,38,0,,
superword,org.apdplat.superword.tools,SentenceScorer,score,3,1,1,42,0,org.apdplat.superword.tools.SentenceScorer,org.apdplat.superword.tools.SentenceScorer
superword,org.apdplat.superword.tools,SentenceScorer,score,47,7,2,45,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,SentenceScorer,toTextFile,32,1,2,99,0,org.apdplat.superword.tools.SentenceScorer,org.apdplat.superword.tools.SentenceScorer
superword,org.apdplat.superword.tools,SentenceScorer,writeLine,8,1,2,130,0,,
superword,org.apdplat.superword.tools,SentenceScorer,score,27,6,2,137,0,org.apdplat.superword.tools.TextAnalyzer,org.apdplat.superword.tools.TextAnalyzer
superword,org.apdplat.superword.tools,SentenceScorer,main,4,1,1,169,0,org.apdplat.superword.tools.SentenceScorer,org.apdplat.superword.tools.SentenceScorer
superword,org.apdplat.superword.tools,AidReading,main,5,1,1,39,0,,
superword,org.apdplat.superword.tools,AidReading,analyse,3,1,3,55,0,,
superword,org.apdplat.superword.tools,AidReading,analyse,3,1,4,58,0,,
superword,org.apdplat.superword.tools,AidReading,analyse,3,1,5,61,0,,
superword,org.apdplat.superword.tools,AidReading,analyse,7,2,6,64,0,org.apdplat.superword.tools.FileUtils,org.apdplat.superword.tools.FileUtils
superword,org.apdplat.superword.tools,AidReading,analyse,3,1,5,71,0,,
superword,org.apdplat.superword.tools,AidReading,analyse,146,33,6,74,0,org.apdplat.superword.tools.WordLinker,org.apdplat.superword.tools.WordLinker; org.apdplat.superword.tools.IrregularVerbs; org.apdplat.superword.tools.IrregularPlurals; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,WordSources,WordSources,2,1,0,42,0,,
superword,org.apdplat.superword.tools,WordSources,getLevels,65,21,1,45,0,,
superword,org.apdplat.superword.tools,WordSources,getSyllabusVocabulary,3,1,0,110,0,,
superword,org.apdplat.superword.tools,WordSources,getAll,5,1,0,136,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.tools,WordSources,get,3,1,1,141,0,,
superword,org.apdplat.superword.tools,WordSources,convert,5,1,1,152,0,,
superword,org.apdplat.superword.tools,WordSources,isEnglish,8,3,1,158,0,,
superword,org.apdplat.superword.tools,WordSources,intersection,7,1,2,167,0,,
superword,org.apdplat.superword.tools,WordSources,minus,7,1,2,183,0,,
superword,org.apdplat.superword.tools,WordSources,save,13,1,2,193,0,org.apdplat.superword.model.Word,org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,WordSources,get,34,5,2,209,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,WordSources,getExistWords,8,1,1,253,0,,
superword,org.apdplat.superword.tools,WordSources,stem,3,1,1,260,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,WordSources,plural,8,1,1,267,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,WordSources,isPlural,3,1,2,277,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources
superword,org.apdplat.superword.tools,WordSources,isPlural,33,9,3,280,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources; org.apdplat.superword.model.Word
superword,org.apdplat.superword.tools,WordSources,log,3,1,2,323,0,,
superword,org.apdplat.superword.tools,WordSources,isVowel,15,6,1,326,0,,
superword,org.apdplat.superword.tools,WordSources,main,4,1,1,336,0,org.apdplat.superword.tools.WordSources,org.apdplat.superword.tools.WordSources; org.apdplat.superword.tools.HtmlFormatter
superword,org.apdplat.superword.tools,IrregularPlurals,getSingular,7,2,1,38,0,,
superword,org.apdplat.superword.tools,MySQLUtils,MySQLUtils,2,1,0,64,0,,
superword,org.apdplat.superword.tools,MySQLUtils,getWordPurePronunciation,4,1,2,67,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,extractPurePronunciation,18,5,1,72,0,,
superword,org.apdplat.superword.tools,MySQLUtils,getWordPronunciation,25,3,2,98,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,saveWordPronunciation,22,2,3,122,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,deleteWordDefinition,21,2,1,143,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,getWordAndPronunciationBySymbol,32,5,4,163,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,getWordsByPOS,36,6,3,196,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,getAllWordPronunciation,32,5,2,232,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,getAllWordDefinition,3,1,2,265,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,getAllWordDefinition,3,1,3,269,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,getAllWordDefinitionMap,29,4,2,277,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,getWordDefinition,25,3,2,307,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,saveWordDefinition,22,2,3,331,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils
superword,org.apdplat.superword.tools,MySQLUtils,existUser,24,3,2,352,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.User
superword,org.apdplat.superword.tools,MySQLUtils,login,27,4,1,375,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.User
superword,org.apdplat.superword.tools,MySQLUtils,register,24,2,1,401,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.User
superword,org.apdplat.superword.tools,MySQLUtils,getUseTextFromDatabase,34,3,1,424,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.UserText; org.apdplat.superword.model.HistoryRecord
superword,org.apdplat.superword.tools,MySQLUtils,getHistoryUserDynamicPrefixesFromDatabase,33,3,1,456,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.UserDynamicPrefix
superword,org.apdplat.superword.tools,MySQLUtils,getHistoryUserDynamicSuffixesFromDatabase,33,3,1,488,0,org.apdplat.superword.tools.MySQLUtils,org.apdplat.superword.tools.MySQLUtils; org.apdplat.superword.model.HistoryRecord; org.apdplat.superword.model.UserDynamicSuffix
